,day,drivingDistance,drivingTime,endLatitude,endLongitude,geoDistance,hour,label,minute,month,passengerCount,profit,rain,second,snow,startLatitude,startLongitude,temperature,tripDuration,vendorId,year,dayName,dayPeriod,flag,id,season
0,14.0,1.694802,112.0,40.74605178833008,-73.9820556640625,919.374709034823,10.0,0.0,45.0,3.0,1.0,6.737005,0.0,5.0,0.0,40.750247955322266,-73.99143981933594,9.94610761607581,802.0,1.0,2016.0,,,,,
1,17.666666666666668,2.0789563333333336,123.66666666666667,40.74053446451823,-73.99435679117839,181.94948888799036,10.0,5.0,31.666666666666668,3.0,1.0,7.697390833333333,0.0,22.666666666666668,0.0,40.7494150797526,-73.9802754720052,0.4858302990536056,552.3333333333334,1.6666666666666667,2016.0,,,,,
2,28.0,15.413794,660.0,40.69805145263672,-73.99454498291016,10.734596558083094,10.0,7.0,54.0,3.0,1.0,41.034485,1.0,37.0,0.0,40.789794921875,-73.95450592041016,7.207177514627098,1762.0,1.0,2016.0,,,,,
3,16.0,2.168056,150.0,40.78579711914063,-73.9505844116211,1.810016077186182,10.0,8.0,22.0,5.0,1.0,7.92014,0.0,32.0,0.0,40.77210998535156,-73.96222686767578,6.894101173228167,346.0,1.0,2016.0,,,,,
4,13.5,3.030475,185.5,40.78283500671387,-73.96651840209961,480.5245099824159,10.0,9.0,45.0,4.5,1.5,10.0761875,0.0,28.5,0.0,40.77538299560547,-73.95656967163086,9.946851632029222,779.0,2.0,2016.0,,,,,
5,15.5,16.3805735,705.0,40.757429122924805,-73.96571350097656,11.66116214870999,10.0,11.0,22.0,3.5,1.0,43.45143375,0.0,26.5,0.0,40.69818878173828,-73.88547897338867,7.093227712310054,2575.0,2.0,2016.0,,,,,
6,11.0,1.330804,104.0,40.737735748291016,-73.97832489013672,870.9340599652566,10.0,14.0,59.0,4.0,1.0,5.8270100000000005,0.0,10.0,0.0,40.74443054199219,-73.98369598388672,7.881208060072838,380.0,1.0,2016.0,,,,,
7,2.0,2.8184340000000003,180.0,40.73941040039063,-73.98811340332031,2.264537892534128,10.0,17.0,49.0,5.0,1.0,9.546085000000001,0.0,3.0,0.0,40.7570915222168,-73.9747543334961,13.965748536664073,804.0,1.0,2016.0,,,,,
8,2.0,7.094672,435.0,40.7039794921875,-74.01022338867188,5.372078741482192,10.0,20.0,14.0,5.0,2.0,20.23668,0.0,53.0,0.0,40.75022888183594,-73.9915771484375,12.881154866926336,1094.0,2.0,2016.0,,,,,
9,11.0,1.160095,82.0,40.757442474365234,-73.98674774169922,948.0832427376872,10.0,22.0,48.0,1.0,1.0,5.4002375,0.0,43.0,0.0,40.75102233886719,-73.99414825439453,1.100730960780974,457.0,1.0,2016.0,,,,,
10,23.0,3.133377,180.0,40.76351165771485,-73.9714126586914,2.348804665191872,10.0,28.0,35.0,5.0,1.0,10.3334425,0.0,14.0,0.0,40.75122833251953,-73.99405670166016,14.066032339540971,1817.0,2.0,2016.0,,,,,
11,27.0,2.996672,150.0,40.69993591308594,-73.9898910522461,1.9850553838612992,10.0,29.0,51.0,6.0,1.0,9.991679999999999,0.0,15.0,0.0,40.70966339111328,-74.00959777832031,20.60369989480641,664.0,1.0,2016.0,,,,,
12,9.0,1.903822,119.0,40.764278411865234,-73.9787368774414,1.4664502872628289,10.0,30.0,28.0,5.0,1.0,7.259555,0.0,55.0,0.0,40.7772102355957,-73.98225402832031,11.1032648277656,407.0,1.0,2016.0,,,,,
13,25.0,1.0695,70.0,40.75606918334961,-73.989013671875,684.6723806317225,10.0,32.0,36.0,4.0,5.0,5.17375,0.0,26.0,0.0,40.75973892211914,-73.99552917480469,10.925843355000062,364.0,2.0,2016.0,,,,,
