,day,drivingDistance,drivingTime,endLatitude,endLongitude,geoDistance,hour,label,minute,month,passengerCount,profit,rain,second,snow,startLatitude,startLongitude,temperature,tripDuration,vendorId,year,dayName,dayPeriod,flag,id,season
0,10.0,1.633008,105.0,40.75318908691406,-73.97425079345703,1.306581015171561,19.0,1.0,30.0,3.0,1.0,6.58252,0.0,41.0,0.0,40.74180603027344,-73.97816467285156,19.425625398107425,427.0,2.0,2016.0,,,,,
1,21.0,2.424231,135.0,40.762020111083984,-73.98316192626953,1.931563106450709,19.0,2.0,59.0,4.0,1.0,8.560577499999999,0.0,5.0,0.0,40.779388427734375,-73.98192596435547,16.686238010652435,408.0,2.0,2016.0,,,,,
2,11.0,3.0048139999999997,217.5,40.75360107421875,-73.96543502807617,2.163031792025304,19.0,3.0,23.5,4.0,1.5,10.012035000000001,0.0,14.0,0.0,40.76313018798828,-73.98577880859375,14.944643922041289,643.5,1.5,2016.0,,,,,
3,16.666666666666668,3.4980790000000006,210.0,40.76394526163737,-73.97517903645833,2.4136242871833846,19.0,4.0,23.0,4.0,1.6666666666666667,11.245197500000002,0.0,31.0,0.0,40.76448059082031,-73.98004404703777,17.226783449334707,655.6666666666666,1.3333333333333333,2016.0,,,,,
4,18.0,1.4758615000000002,88.0,40.76743125915527,-73.97269821166992,391.51214986817337,19.0,5.0,39.5,4.0,1.5,6.18965375,0.0,21.5,0.0,40.76535606384277,-73.98365020751953,15.302175052930423,460.0,1.5,2016.0,,,,,
5,14.0,11.905788,660.0,40.69581985473633,-73.9204330444336,8.91701385408367,19.0,8.0,44.0,4.0,1.0,32.26447,0.0,27.0,0.0,40.75489044189453,-73.99192810058594,11.74996199315132,1846.0,2.0,2016.0,,,,,
6,3.0,11.083513000000002,510.0,40.80424499511719,-73.95684051513672,6.577285918628536,19.0,11.0,2.0,3.0,1.0,30.208782500000005,0.0,36.0,0.0,40.7461166381836,-73.97178649902344,1.8219420397280663,1195.0,2.0,2016.0,,,,,
7,27.0,3.5223435000000003,225.0,40.743844985961914,-73.9876708984375,3.034512424973667,19.0,16.0,35.0,4.5,1.0,11.30585875,0.0,39.5,0.0,40.734806060791016,-73.99376678466797,22.220010021696524,990.5,1.0,2016.0,,,,,
8,11.0,0.8386760000000001,48.0,40.73807907104492,-73.98123168945312,633.9847659955337,19.0,17.0,30.0,2.0,1.0,4.596690000000001,0.0,34.0,0.0,40.73239135742188,-73.98188018798828,-3.3,134.0,2.0,2016.0,,,,,
9,10.0,0.5738099999999999,34.0,40.72866821289063,-73.995361328125,1.146335740292025,19.0,19.0,4.0,3.0,1.0,3.934525,0.0,18.0,0.0,40.73754119873047,-73.9884262084961,19.88174015601852,485.0,2.0,2016.0,,,,,
10,28.0,9.175457,510.0,40.77614974975586,-73.95281982421875,8.126264580853158,19.0,23.0,2.0,4.0,1.0,25.4386425,0.0,51.0,0.0,40.71578598022461,-74.00720977783203,11.7189796265625,2074.0,1.0,2016.0,,,,,
11,7.0,8.469532,405.0,40.79594802856445,-73.97265625,7.454299002852387,19.0,24.0,40.0,4.0,1.0,23.67383,0.0,34.0,0.0,40.733863830566406,-74.0062255859375,13.156779910209837,1159.0,2.0,2016.0,,,,,
12,16.0,2.828819,150.0,40.76970672607422,-73.96070861816406,2.827684005394911,19.0,25.0,20.0,6.0,1.0,9.5720475,1.0,1.0,0.0,40.74737548828125,-73.97679901123047,19.807722728865837,709.0,1.0,2016.0,,,,,
13,28.0,1.009949,67.0,40.747520446777344,-73.98040008544922,890.8732553528704,19.0,27.0,23.0,1.0,1.0,5.0248725,0.0,6.0,0.0,40.75410842895508,-73.97438049316406,5.437125322337042,235.0,2.0,2016.0,,,,,
14,11.5,1.3506665,78.0,40.760765075683594,-73.99770736694336,1.306943549996522,19.0,29.0,24.0,3.5,1.0,5.8766662499999995,0.5,36.0,0.0,40.752872467041016,-73.99474334716797,13.427593437681079,433.5,1.5,2016.0,,,,,
15,5.0,0.8400660000000001,60.0,40.7194709777832,-73.98209381103516,715.9482084105811,19.0,30.0,47.0,5.0,1.0,4.6001650000000005,0.0,57.0,0.0,40.72299575805664,-73.98918914794922,13.887464154639275,202.0,2.0,2016.0,,,,,
16,14.5,4.9218035,281.25,40.74431228637695,-73.97664070129395,4.057982218802465,19.0,31.0,25.0,3.0,1.5,14.80450875,0.0,16.0,0.0,40.74415302276611,-73.97965812683105,6.946848885263856,1135.75,1.5,2016.0,,,,,
17,14.0,2.698921,156.0,40.72103691101074,-73.97380065917969,428.366789166211,19.0,34.0,37.0,2.5,1.0,9.2473025,0.0,57.5,0.0,40.708330154418945,-73.98215866088867,11.078568433190801,520.5,1.0,2016.0,,,,,
18,15.25,1.9555395,125.0,40.75811004638672,-73.98211669921875,1.547665272756022,19.0,35.0,26.5,3.5,2.5,7.38884875,0.0,38.25,0.0,40.7533483505249,-73.98185729980469,15.111860540285518,668.75,1.5,2016.0,,,,,
19,14.0,12.707833,720.0,40.69912338256836,-73.92694854736328,8.685691230243465,19.0,36.0,30.0,4.0,1.0,34.2695825,0.0,41.0,0.0,40.77244567871094,-73.9627456665039,11.868043523008316,2450.0,2.0,2016.0,,,,,
20,15.5,9.058758,480.0,40.72049331665039,-73.95622253417969,6.440420512700485,19.0,38.0,30.0,2.0,3.5,25.146895,0.0,30.5,0.0,40.69231605529785,-73.8924331665039,9.600312926079166,1034.5,2.0,2016.0,,,,,
21,3.0,2.277617,135.0,40.71670913696289,-73.96109008789062,2.426899040799667,19.0,39.0,1.0,3.0,2.0,8.194042499999998,0.0,36.0,0.0,40.72304916381836,-73.98857879638672,1.8117890035133173,815.0,1.0,2016.0,,,,,
22,11.0,5.546633,270.0,40.72623443603516,-73.94923400878906,3.983678942937636,19.0,42.0,11.0,2.0,1.0,16.3665825,0.0,30.0,0.0,40.76020812988281,-73.9643783569336,-3.3,599.0,1.0,2016.0,,,,,
23,3.5,5.719499,315.0,40.70878219604492,-73.9898452758789,4.011599897145077,19.0,43.0,33.0,5.5,3.5,16.7987475,0.0,43.0,0.0,40.74432373046875,-73.98723983764648,17.236215014929737,986.5,1.5,2016.0,,,,,
24,18.5,3.0831225,180.0,40.7264289855957,-73.99856567382812,2.468049988927365,19.0,45.0,30.0,5.0,1.5,10.20780625,0.0,42.5,0.0,40.73813247680664,-73.9984130859375,18.452855559651955,868.0,2.0,2016.0,,,,,
25,31.0,4.855689000000001,300.0,40.7801628112793,-73.95305633544922,3.491675598815359,19.0,48.0,56.0,3.0,1.0,14.639222500000002,0.0,40.0,0.0,40.7667121887207,-73.99044036865234,16.510777674793093,970.0,1.0,2016.0,,,,,
26,31.0,1.980259,180.0,40.784454345703125,-73.97328186035156,1.5921852526067166,19.0,49.0,58.0,3.0,2.0,7.4506475,0.0,18.0,0.0,40.77596282958984,-73.95808410644531,16.454197004536006,388.0,1.0,2016.0,,,,,
27,7.0,2.1239760000000003,120.0,40.72969818115234,-74.00189971923828,1.1443005234842565,19.0,51.0,56.0,4.0,5.0,7.809940000000001,0.0,0.0,0.0,40.71950912475586,-73.9998779296875,13.362652403956751,542.0,2.0,2016.0,,,,,
28,17.5,2.9853190000000005,195.0,40.75751876831055,-73.99213027954102,2.2846702030233157,19.0,52.0,12.0,5.5,1.0,9.9632975,0.0,19.5,0.0,40.76767349243164,-73.98176574707031,24.597303448345937,550.5,2.0,2016.0,,,,,
29,16.0,4.292493,255.0,40.75102996826172,-73.99036407470703,3.072221540024573,19.0,53.0,18.0,6.0,1.0,13.2312325,1.0,1.0,0.0,40.76832580566406,-73.96196746826172,19.80985508023746,1597.0,1.0,2016.0,,,,,
30,13.666666666666666,3.4588526666666666,200.0,40.74566904703776,-73.98207600911458,2.8978689327894003,19.0,54.0,20.0,4.333333333333333,1.0,11.147131666666667,0.0,31.666666666666668,0.0,40.73092142740885,-73.99764760335286,14.146444769366772,798.6666666666666,1.3333333333333333,2016.0,,,,,
31,30.0,1.135575,91.0,40.74672317504883,-74.00768280029297,727.7152601618955,19.0,55.0,1.0,6.0,1.0,5.3389375,0.0,32.0,0.0,40.74044036865234,-74.00523376464844,28.886110285291213,390.0,1.0,2016.0,,,,,
32,26.0,30.521237000000003,1320.0,40.778465270996094,-73.98343658447266,22.13833669713393,19.0,57.0,5.0,5.0,1.0,78.8030925,0.0,1.0,0.0,40.64385986328125,-73.7901840209961,27.053827342500384,3574.0,1.0,2016.0,,,,,
33,2.0,3.246145,195.0,40.75092315673828,-73.98889923095703,2.571468815887814,19.0,58.0,18.0,6.0,1.0,10.6153625,0.0,58.0,0.0,40.72798156738281,-73.99303436279297,20.59188921362728,1172.0,1.0,2016.0,,,,,
34,16.0,3.465681,225.0,40.74496841430664,-73.9757080078125,2.6489214441437845,19.0,59.0,19.0,6.0,1.0,11.1642025,1.0,45.0,0.0,40.72720336914063,-73.99663543701172,19.807908664669167,1134.0,1.0,2016.0,,,,,
35,20.333333333333332,4.45394,280.0,40.75630315144857,-73.9825948079427,3.7212047793881773,19.0,60.0,20.0,3.3333333333333335,1.0,13.63485,0.0,31.0,0.0,40.7372080485026,-73.99149576822917,11.24679192261199,1192.6666666666667,1.3333333333333333,2016.0,,,,,
36,16.0,1.093046,62.0,40.78001022338867,-73.98051452636719,816.1596989377655,19.0,61.0,31.0,6.0,2.0,5.232615,0.0,37.0,0.0,40.77281951904297,-73.978515625,19.829389772644777,494.0,1.0,2016.0,,,,,
37,9.0,1.1808230000000002,87.0,40.74488830566406,-74.00261688232422,899.8524745121478,19.0,63.0,3.0,6.0,2.0,5.4520575000000004,0.0,3.0,0.0,40.744239807128906,-73.99199676513672,22.305392593815856,357.0,2.0,2016.0,,,,,
38,21.0,5.9308000000000005,330.0,40.72318649291992,-73.9825210571289,4.60362672616223,19.0,65.0,30.0,1.0,1.0,17.327,0.0,55.0,0.0,40.76405334472656,-73.9733657836914,2.999108029576928,1676.0,1.0,2016.0,,,,,
39,15.0,2.6208540000000005,165.0,40.774606704711914,-73.9691162109375,1.759618067883958,19.0,66.0,8.5,3.5,2.0,9.052135,0.0,46.0,0.0,40.76309585571289,-73.97157669067383,10.844105027494207,426.5,1.5,2016.0,,,,,
40,12.0,1.718844,98.0,40.74998092651367,-73.9882583618164,1.2460875405605252,19.0,68.0,9.0,5.0,1.0,6.79711,0.0,34.0,0.0,40.759578704833984,-73.99590301513672,19.359159698691546,489.0,2.0,2016.0,,,,,
41,14.5,2.088625,133.5,40.75397491455078,-73.98265838623047,1.4351552592677197,19.0,70.0,21.5,2.0,1.0,7.7215625,0.0,32.0,0.0,40.74179649353027,-73.98526000976562,10.75975236357431,506.5,1.0,2016.0,,,,,
42,12.0,1.5421,95.0,40.76750183105469,-73.95543670654297,1.0530188431335028,19.0,71.0,25.0,5.0,5.0,6.35525,0.0,32.0,0.0,40.765323638916016,-73.96757507324219,19.527148566777225,435.0,2.0,2016.0,,,,,
43,11.0,1.686937666666667,102.33333333333333,40.75240834554037,-73.9827168782552,449.961700851848,19.0,74.0,22.666666666666668,2.0,1.0,6.717344166666667,0.0,41.0,0.0,40.751851399739586,-73.9912821451823,11.084240964520282,480.6666666666667,1.6666666666666667,2016.0,,,,,
44,10.333333333333334,2.5979223333333334,167.0,40.75347391764323,-73.98839823404948,1.9538281283108503,19.0,75.0,21.666666666666668,3.6666666666666665,1.0,8.994805833333333,0.0,14.333333333333334,0.0,40.757972717285156,-73.98468271891277,10.691032971168953,788.0,1.6666666666666667,2016.0,,,,,
45,24.0,2.561561,165.0,40.73667526245117,-73.987548828125,1.758588713865263,19.0,77.0,42.0,3.0,1.0,8.903902500000001,0.0,31.0,0.0,40.72848129272461,-74.00536346435547,9.320616894243338,717.0,1.0,2016.0,,,,,
46,23.0,6.545228,375.0,40.77582550048828,-73.96310424804688,4.533029792477068,19.0,78.0,41.0,6.0,5.0,18.86307,0.0,29.0,0.0,40.74882888793945,-74.00337219238281,27.844460850095807,819.0,2.0,2016.0,,,,,
47,15.0,3.7110396666666667,232.66666666666666,40.7522341410319,-73.97865295410156,3.167667452928375,19.0,79.0,40.333333333333336,2.6666666666666665,1.0,11.777599166666667,0.0,26.0,0.0,40.74984614054362,-73.98472340901692,5.722552997616815,779.6666666666666,1.3333333333333333,2016.0,,,,,
